date,Battery (Charging) -  GWh,Pumps -  GWh,Exports -  GWh,Imports -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Wind (Curtailment) -  GWh,Solar (Utility) (Curtailment) -  GWh,Temperature Max - C,Temperature Mean - C,Temperature Min - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Exports Market Value - AUD,Imports Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2022-01-01,-0.53,-78.86,-32.49,208.16,3819.30,12.29,2.34,287.74,120.27,41.16,0.05,104.64,145.23,361.71,588.48,0.00,0.00,31.80,25.22,19.30,21335.46,149034.13,3387345.86,255.61,2455.59,144675.36,71411.17,24873.53,673.67,155.34,56929.11,6391612.87,0.00,0.00,556385530.44,1621649.27,2797121.81,56301247.19,42915849.37,5654536.27,7875.74,30960999.57,16563488.83,37098635.81,60901688.50
2022-02-01,-0.39,-47.45,-66.24,123.40,3431.23,6.42,2.92,240.41,103.23,38.98,0.25,112.24,144.70,332.06,528.52,0.00,0.00,35.10,23.90,18.10,46633.58,86682.39,3051304.76,138.08,3069.81,121221.20,62166.47,23686.12,666.96,194.08,30981.04,3699773.91,0.00,0.00,593392449.70,1384790.30,10571782.78,72189153.23,64126161.62,5933086.73,21623.04,37773412.77,15895351.04,42930478.08,88238072.69
2022-03-01,-0.37,-45.56,-163.73,23.20,4102.36,-0.50,1.21,323.14,106.75,35.56,0.23,110.15,125.09,338.50,537.58,0.00,0.00,34.30,23.99,18.30,119718.09,16058.27,3619681.55,0.00,1274.47,159223.02,64132.83,21275.64,684.78,171.95,46979.61,3812842.47,0.00,0.00,645418491.97,0.00,4481114.51,70554908.03,55899376.92,4881281.91,150722.97,34982653.99,11935206.10,31485575.88,47263709.33
2022-04-01,-1.58,-57.81,-143.79,26.82,3572.82,-0.44,4.07,218.73,138.05,45.77,1.01,92.13,168.88,265.38,455.81,0.00,0.00,29.70,21.69,16.20,102932.92,18984.05,3143625.18,0.00,4270.79,113888.07,81778.94,27897.35,686.92,235.96,202377.99,6820731.37,0.00,0.00,813451965.18,0.00,2832420.98,57852812.20,48789522.40,9908471.52,666981.77,32561406.75,33309525.03,38035972.98,66931388.41
2022-05-01,-3.86,-43.30,-164.52,23.07,3564.78,-0.56,7.67,447.87,134.18,49.53,2.96,113.05,159.56,227.73,305.30,0.00,0.00,27.90,19.69,11.20,117219.94,14712.52,3143069.98,0.00,8053.23,215500.54,79052.53,30155.66,699.36,367.62,905311.27,9206301.84,0.00,0.00,1263066533.50,0.00,7264579.92,170604688.75,76780941.50,17263840.01,2739038.30,55087223.60,51014278.40,56192707.66,71246426.13
2022-06-01,-2.57,-64.28,-457.93,4.33,3672.40,5.73,8.38,423.98,165.82,46.97,1.95,116.42,162.92,266.54,363.59,0.00,0.00,23.50,14.84,7.80,332546.29,2933.32,3244116.10,125.40,8800.61,204858.06,99189.00,28696.95,690.71,436.67,494910.20,12868124.06,0.00,0.00,1497753305.39,1840216.50,4052877.56,203660339.21,105870297.76,18998684.49,2639870.28,67210829.38,72516672.42,60266938.97,77879997.54
2022-07-01,-3.50,-83.88,-448.70,6.93,3921.24,3.94,1.97,408.63,148.32,46.38,2.87,143.55,177.27,289.26,385.51,0.00,0.00,24.00,14.54,7.20,312643.68,4416.66,3461175.96,89.65,2070.32,197128.15,88055.88,28387.02,693.76,436.56,407787.45,15553994.06,0.00,0.00,1606049069.58,1259943.58,3742718.04,205214012.06,110619066.35,18382590.16,1425015.13,76502112.06,58246541.27,52788185.95,59193039.13
2022-08-01,-5.00,-79.11,-308.38,11.66,3671.64,25.17,0.00,287.95,117.19,43.27,4.22,100.21,176.46,312.80,486.50,0.00,0.00,28.00,16.03,6.10,216386.56,7714.65,3225974.38,509.43,0.00,143537.03,70087.72,26580.82,672.51,147.11,221282.94,1365261.43,0.00,0.00,527103949.68,3577580.26,0.00,45431996.63,28301848.30,6047911.41,1110483.07,20836273.46,24587331.22,16795950.90,16453341.91
2022-09-01,-4.97,-75.69,-195.59,37.26,3384.80,25.84,0.35,204.26,78.28,28.93,4.12,104.98,148.06,359.82,526.81,0.00,0.00,29.00,18.75,10.30,131973.49,25849.10,3006412.37,523.17,368.52,104104.97,46493.51,18246.46,663.46,168.80,283065.38,2825910.88,0.00,0.00,560300705.33,4291613.48,107687.15,38263844.18,20040346.96,4655658.45,1123249.28,22898511.21,25535211.47,27239769.33,31399903.47
2022-10-01,-5.13,-52.24,-234.15,61.69,3555.14,22.98,0.06,236.15,83.58,42.49,4.15,68.59,173.86,396.82,570.80,0.00,0.00,33.80,20.97,12.00,164037.21,43021.09,3167246.43,490.63,61.38,119319.76,49104.85,26297.68,658.20,163.56,392112.21,3608846.45,0.00,0.00,571565348.88,3601749.80,8675.89,44390326.85,19617649.05,6695764.15,1145238.32,14472805.11,28061348.15,38416540.41,60632852.16
2022-11-01,-4.75,-65.19,-159.82,107.66,3202.24,30.85,0.00,225.69,83.24,42.81,3.96,64.67,163.85,472.97,703.43,0.00,0.00,34.20,22.13,12.90,95562.53,69284.41,2846761.23,779.65,0.00,114796.16,48994.42,26479.79,618.18,133.05,194670.21,1867932.71,0.00,0.00,419222484.81,3854276.07,0.00,36158776.23,17848508.17,5277851.83,870171.72,13280065.35,19984216.40,28364411.38,37443745.42
2022-12-01,-2.79,-74.13,-196.51,88.45,3430.86,19.58,0.48,202.44,61.38,42.11,2.07,68.04,163.20,543.17,715.52,0.00,0.00,34.30,23.15,16.20,124566.69,57156.45,3045110.38,529.50,501.88,103920.07,36196.99,26195.38,621.07,94.45,73427.84,249854.14,0.00,0.00,319764894.11,1926543.21,56278.34,25997577.92,11355685.91,3654616.48,412453.50,9645348.94,15221177.37,16939205.57,17882487.37
2023-01-01,-3.10,-66.84,-258.33,42.87,3797.41,7.05,0.00,284.55,60.16,43.81,2.39,138.21,159.29,497.55,692.51,0.00,0.00,33.60,24.94,18.10,174782.59,28543.03,3368136.74,294.67,0.00,138418.12,35817.99,27080.71,634.27,108.56,151638.30,2724510.20,0.00,0.00,398411376.44,778596.55,0.00,38373517.70,13372481.17,4389836.26,402630.11,18729027.88,15910389.43,30727181.94,44024084.50
2023-02-01,-3.52,-58.44,-302.69,35.85,3676.29,2.90,2.68,281.54,35.26,42.33,2.98,117.83,174.72,468.23,627.63,0.00,0.00,35.60,25.31,18.50,210366.18,23543.49,3261321.11,144.21,2818.49,137814.19,21103.70,26244.88,639.28,95.83,132492.28,1980988.78,0.00,0.00,343963268.65,313387.33,665327.85,34328385.62,6922762.68,3803949.14,472516.50,13382676.49,15632572.81,25270001.67,35163957.78
2023-03-01,-3.91,-46.18,-287.34,36.00,4125.09,0.38,2.52,338.71,81.98,45.97,3.10,131.29,141.43,451.66,640.45,0.00,0.00,36.30,25.42,16.80,203699.63,24902.28,3659291.27,26.16,2645.40,165762.14,48787.55,28517.21,658.21,139.41,225813.57,2497608.48,0.00,0.00,533796193.83,54547.15,4050940.18,63028736.67,32646997.11,5719660.86,1445429.34,23046231.50,14265701.64,34624697.80,47417629.11
2023-04-01,-5.03,-56.26,-275.15,38.73,3501.06,-0.31,3.10,189.95,93.55,38.48,4.39,133.88,172.62,454.61,573.12,0.00,0.00,30.50,21.40,13.00,172816.60,28727.59,3092337.65,0.03,3253.09,98155.33,56284.38,23880.21,643.10,120.84,293192.31,1240562.49,0.00,0.00,414700111.43,68.13,852439.26,29478403.42,22509810.93,4384039.60,767031.08,19689352.42,17163275.37,21106169.60,22114031.51
2023-05-01,-5.00,-45.03,-428.88,17.39,3522.04,0.00,3.52,422.91,110.65,35.72,4.26,101.58,247.51,463.36,552.00,0.00,0.00,26.90,16.93,7.60,287541.33,12804.78,3137311.63,11.70,3693.16,200767.09,65448.37,22411.15,630.73,186.68,336214.38,1132093.21,0.00,0.00,637696402.41,257114.78,1937953.18,105976050.34,44185403.19,6013863.80,1960561.60,26198217.90,37059801.08,23762645.02,24077250.80
2023-06-01,-6.07,-37.17,-209.72,57.73,3407.62,19.00,2.45,349.80,87.07,40.12,5.26,73.02,226.69,369.02,455.55,0.00,0.00,25.50,16.35,7.60,137398.93,41523.92,3014496.15,385.99,2568.60,166374.58,51799.10,25069.69,653.84,113.90,307870.48,1004041.47,0.00,0.00,374429195.69,2093818.48,865799.59,51783933.52,21717191.37,4100833.21,892657.20,12865208.81,20999536.72,15592837.85,16116330.02
2023-07-01,-6.19,-47.24,-331.95,19.20,3728.91,6.96,0.34,347.70,48.65,37.75,5.32,72.90,243.31,402.38,459.82,0.00,0.00,27.60,16.19,7.00,225218.41,13686.08,3293493.92,153.32,359.07,165996.43,28655.66,23481.27,661.73,85.90,193479.78,439059.63,0.00,0.00,316718565.02,727391.96,30802.46,39221072.50,7981893.57,2922449.66,752568.08,8939943.36,19603901.47,7678471.73,5498854.76
2023-08-01,-5.73,-61.36,-448.56,5.36,3530.30,23.56,1.93,295.63,48.41,45.99,4.88,104.84,258.25,492.14,593.44,0.00,0.00,29.00,17.85,8.90,304970.70,3690.46,3132665.12,514.48,2024.02,138605.69,28722.67,28648.15,619.73,79.57,47957.69,-1514756.09,0.00,0.00,280715349.17,1744202.85,514477.18,35593725.29,12182562.67,3227993.10,778704.04,11347705.53,18130652.00,-601201.53,-7472883.23
2023-09-01,-7.13,-104.04,-337.45,9.31,3280.89,24.00,0.00,219.66,31.78,44.44,5.88,121.30,282.19,471.59,691.05,0.00,0.00,31.80,19.47,11.10,219116.66,5631.45,2902794.69,530.44,0.00,111735.66,18695.55,27606.52,601.65,62.36,-12814.66,-2717989.86,0.00,0.00,206069658.54,1518987.26,0.00,19903633.00,6975019.94,2295283.27,805966.94,13186101.89,15857737.44,-2787648.45,-12994051.93
2023-10-01,-5.46,-96.29,-205.64,60.52,3256.73,34.36,0.00,201.84,15.54,42.27,4.64,119.08,244.37,574.49,816.53,0.00,0.00,32.00,21.68,13.30,114831.23,41036.18,2878321.96,922.89,0.00,104249.49,9205.57,26292.19,581.71,46.63,-36969.08,-2509663.75,0.00,0.00,150794155.95,1510003.50,0.00,14171028.38,2050521.74,1547511.33,536493.14,9409452.14,11969488.41,-5311099.56,-15193348.08
2023-11-01,-6.21,-71.52,-297.77,37.10,3465.80,32.53,1.20,314.08,31.31,33.44,5.00,91.21,238.80,550.50,692.88,0.00,0.00,34.30,22.75,15.20,191057.18,25689.21,3064330.54,856.07,1256.63,154102.49,18628.39,21293.11,604.71,81.81,163842.08,204376.50,0.00,0.00,282891784.79,2488225.92,499730.18,35848744.16,7526929.29,2412109.87,929621.44,10960282.50,19475808.50,12946739.49,18360410.25
2023-12-01,-7.70,-88.22,-139.63,146.21,3656.37,7.42,1.58,297.10,65.23,42.82,6.29,122.15,216.80,648.91,827.86,0.00,0.00,37.80,26.02,19.10,78224.38,98219.94,3230239.17,277.54,1662.53,148653.27,38724.65,26530.41,597.27,109.22,265320.27,1005029.84,0.00,0.00,381056366.93,641765.82,1386297.20,50196262.60,22444774.92,3874820.92,1976583.70,19486935.87,18595885.17,29104235.26,78730210.32
2024-01-01,-7.62,-65.47,-86.25,196.27,3854.16,-0.30,12.62,350.64,90.09,44.39,6.11,108.20,204.65,614.25,697.83,0.00,0.00,35.40,26.23,20.50,50252.36,132914.34,3426184.96,0.00,13246.52,170339.12,54447.20,27447.43,627.01,195.44,479745.79,3039215.46,0.00,0.00,697361482.57,0.00,15573769.20,110818829.24,73493147.01,7284893.10,6732793.70,37015620.12,27647675.09,47898178.28,105005146.51
2024-02-01,-7.38,-69.57,-119.74,120.76,3700.47,4.95,9.41,348.77,77.88,41.02,5.89,106.69,163.68,555.29,697.62,0.00,0.00,34.10,26.11,20.10,72484.20,82261.20,3278463.88,233.18,9881.88,173191.22,47151.57,25560.84,628.89,137.74,382505.20,2955293.02,0.00,0.00,488169913.99,829255.29,6783689.77,69531424.48,35652770.88,4852772.53,2911052.51,20515680.27,17708502.43,37253337.96,99063062.73
2024-03-01,-7.56,-72.49,-159.94,104.24,3797.78,4.14,0.01,246.64,31.33,35.70,6.15,112.29,296.46,512.84,640.12,0.00,0.00,32.40,23.91,18.60,98190.30,66395.36,3361964.29,221.76,11.46,116305.11,18650.49,22564.76,628.71,79.50,267908.21,1751637.32,0.00,0.00,302475730.06,431389.45,413.30,27385684.58,4978819.77,2681993.87,895188.82,10897253.41,21650150.57,20855542.45,36016751.16
2024-04-01,-7.21,-88.26,-271.59,49.22,3590.49,9.78,1.25,229.77,64.03,37.99,5.92,119.06,237.16,462.12,608.23,0.00,0.00,31.20,21.86,15.80,180668.94,33981.07,3185694.52,350.08,1309.21,112525.76,38074.86,24183.56,636.98,92.31,254392.95,1713017.90,0.00,0.00,330554736.60,985113.51,251160.36,28470815.25,11030084.07,3253013.61,962055.79,13735688.58,20667792.47,15319608.48,19403352.04
2024-05-01,-11.09,-78.73,-396.97,1.49,3848.17,7.00,2.78,161.42,104.63,50.83,9.23,118.59,311.31,381.13,523.48,0.00,0.00,26.40,18.62,10.20,284524.70,946.79,3402951.29,151.27,2920.81,85659.26,62521.70,31573.95,656.07,102.02,330276.74,93000.88,0.00,0.00,392969073.41,629963.20,499773.72,21988735.08,19198128.86,4707253.50,1733954.62,15575456.36,28861139.93,9622772.14,7239918.81
2024-06-01,-9.32,-79.19,-441.56,11.56,3859.96,11.34,4.82,222.95,147.71,45.32,7.80,113.13,164.29,396.03,522.72,0.00,0.00,27.20,15.97,8.00,310056.10,8052.23,3419507.95,238.16,5058.52,113701.22,87931.27,27940.91,673.50,139.20,485161.76,913540.23,0.00,0.00,522668338.64,1517567.13,1611697.75,40791029.96,37544919.21,5718387.05,1703441.81,19205266.09,20671913.91,15764605.73,14163042.37
2024-07-01,-11.29,-78.21,-295.66,65.40,3568.25,20.63,0.95,332.76,110.97,34.38,9.06,134.35,288.22,427.72,564.56,0.00,0.00,23.90,15.41,6.80,186409.86,46557.28,3158180.35,447.32,993.37,164107.72,65396.98,21063.70,632.30,135.07,401747.37,1106079.77,0.00,0.00,468661458.71,2680165.57,180152.10,60362221.10,31503419.04,4224191.00,3010757.68,24426276.19,34123655.72,15629330.44,13709278.76
2024-08-01,-13.22,-100.01,-256.85,58.82,3404.36,19.32,0.30,305.61,116.76,38.56,10.27,129.04,238.23,463.58,652.82,2.45,79.46,32.30,18.72,7.30,157232.45,37545.13,3004294.00,565.64,313.21,146609.45,68893.88,23783.02,616.62,152.09,377282.37,826931.13,0.00,0.00,509367218.80,3051859.14,73285.18,61956721.38,47191844.95,4805341.30,3289961.59,33004683.78,32256539.01,13337524.10,9906801.41
2024-09-01,-15.12,-112.08,-233.72,40.29,3197.13,35.81,0.21,235.41,25.24,28.15,11.72,121.33,244.98,471.00,776.46,15.56,182.95,33.30,19.93,11.80,137506.45,24618.31,2803571.98,890.23,225.30,120749.88,14807.74,17495.84,589.38,61.24,-240335.04,-3422382.84,0.00,0.00,195219230.39,1988303.55,13150.73,20379976.89,4376190.99,1346962.37,1786221.50,12521942.60,14461961.65,-5645950.87,-18505353.82
2024-10-01,-21.45,-113.19,-154.63,42.41,3206.47,35.75,0.98,209.49,46.49,28.13,15.88,139.60,270.60,556.99,880.91,21.28,179.21,32.10,21.72,12.10,91150.98,24846.86,2814450.87,908.79,1031.58,111176.90,27844.78,17308.70,564.96,84.82,23961.52,-2461438.20,0.00,0.00,277144270.33,2813664.87,330733.86,25311016.93,10578454.31,2034946.45,2957646.22,17939363.53,23292409.96,107374.59,7143594.65
2024-11-01,-24.19,-94.25,-146.77,64.54,3263.32,35.52,7.47,342.73,98.99,31.11,19.51,107.17,273.11,592.37,842.15,6.76,59.44,33.40,23.88,17.20,91755.07,36314.69,2906578.59,905.74,7838.49,167931.46,59525.19,19214.13,573.93,215.22,1151967.41,2389124.01,0.00,0.00,668122521.88,6099365.47,13341382.69,97273177.35,71575410.32,5904747.60,12351072.82,44538388.84,42600444.44,40364636.29,61465380.89
2024-12-01,-24.39,-106.42,-117.87,166.38,3578.58,21.59,12.17,373.92,83.44,35.27,19.89,132.40,184.20,627.56,910.99,4.04,87.92,34.70,25.52,18.60,71038.17,104374.40,3175617.67,628.12,12771.81,181134.06,50578.24,21654.80,589.34,153.09,1160378.73,3280030.17,0.00,0.00,532240128.91,3732552.55,7878447.94,82025194.85,37306431.25,4837699.75,6746086.82,28383318.95,28002278.11,40122895.00,55509698.64
2025-01-01,-24.67,-99.22,-123.18,161.80,3750.47,9.21,4.06,284.34,30.44,28.63,19.88,123.42,232.94,662.58,921.52,0.74,68.49,37.20,25.36,18.50,75217.66,99717.69,3327552.98,260.38,4262.67,141854.69,18389.58,17685.11,590.84,142.43,555691.20,797264.91,0.00,0.00,498315611.97,979788.84,7726674.49,67347155.46,36347466.44,3837524.79,9590965.32,27597727.20,25102215.86,28980394.81,28984852.91
2025-02-01,-20.77,-87.92,-206.74,63.81,3471.04,1.93,1.07,298.13,27.08,37.00,16.84,109.97,265.43,555.47,790.23,15.63,52.66,33.10,25.41,19.60,133151.78,36956.81,3074140.91,131.74,1123.35,152125.96,16081.24,22823.72,595.62,82.21,352539.24,887097.08,0.00,0.00,293625508.29,314735.03,136863.85,32315403.60,4519052.45,2846856.86,2680539.32,12551598.59,22259297.02,13994608.85,17582756.35
2025-03-01,-24.99,-76.09,-188.88,64.96,3968.74,2.75,0.01,256.54,19.02,34.53,19.86,112.61,310.14,501.91,648.62,2.32,33.11,33.70,24.19,19.00,125775.04,40970.74,3526312.04,158.82,11.00,133171.06,11307.58,21446.52,638.54,84.73,878908.04,876464.21,0.00,0.00,342980793.18,317913.20,1138.43,27919230.30,3607508.98,2744923.91,3067090.62,12838928.89,26174648.86,14598219.24,17244933.22
2025-04-01,-35.54,-91.40,-250.13,59.22,3485.96,-0.66,0.00,200.98,44.29,30.13,29.52,117.47,272.81,536.81,676.69,3.84,42.44,29.80,21.89,15.40,152903.87,37097.45,3102237.19,0.01,0.00,104347.38,26302.71,18530.35,617.71,109.80,971011.83,764220.74,0.00,0.00,385395356.27,140.43,0.00,28041829.32,14215740.92,2929786.28,6892284.07,20327616.54,28286196.38,15759568.95,13628446.79
2025-05-01,-33.61,-92.43,-268.24,39.00,3485.75,0.25,1.20,234.22,95.49,27.96,28.00,151.52,346.57,446.27,581.33,4.28,19.02,28.50,19.40,11.70,170234.81,24392.10,3106538.51,29.23,1255.03,111195.92,56241.52,17071.54,623.90,104.21,1539618.61,3026028.62,0.00,0.00,364505821.25,133404.66,228135.96,31854599.36,17542760.15,2642590.65,4813777.43,21104734.03,30008265.88,19250982.04,21539060.59
2025-06-01,-41.70,-72.69,-496.08,15.60,3759.73,23.08,1.15,280.43,91.17,23.66,35.66,127.06,401.26,431.16,534.96,7.09,30.39,24.30,15.81,5.20,320755.62,9865.44,3343304.71,529.68,1211.26,120329.02,54205.54,14455.78,630.20,201.40,2166981.24,2125583.94,0.00,0.00,717774161.83,4818963.50,468134.67,97349696.39,58276428.92,4269713.40,17764712.07,36327756.28,57992446.22,16828483.44,15831043.64
2025-07-01,-38.92,-91.92,-396.98,31.34,3645.76,30.69,0.83,275.44,51.22,26.54,32.88,138.32,462.02,479.49,641.76,4.24,69.63,24.80,15.58,6.30,240451.68,20573.24,3241880.30,734.32,867.40,128790.21,30249.76,16236.93,604.88,92.28,1013716.06,646260.58,0.00,0.00,331782960.20,2799934.87,161924.38,34532024.41,8939759.27,2217423.44,5503289.05,17477561.75,38569074.52,11398195.79,8679253.18
2025-08-01,-47.21,-102.05,-457.66,22.40,3574.84,33.57,0.38,358.32,32.06,20.98,39.38,127.35,375.65,476.69,753.25,21.39,200.31,27.70,16.42,8.40,288392.27,15067.94,3169809.96,808.56,395.60,171766.16,18884.12,12626.57,595.43,90.79,762830.88,-315296.30,0.00,0.00,316682471.60,2875727.92,62788.39,43760151.59,5744378.80,1658067.23,6531989.02,17127772.39,34839368.44,7432425.01,73010.99
