date,Battery (Charging) -  GWh,Pumps -  GWh,Exports -  GWh,Imports -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Wind (Curtailment) -  GWh,Solar (Utility) (Curtailment) -  GWh,Temperature Max - C,Temperature Mean - C,Temperature Min - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Exports Market Value - AUD,Imports Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2011-10-01,0.00,-3.50,-363.28,3.53,3590.26,61.88,0.03,645.81,261.27,0.00,0.00,58.58,0.00,0.00,0.00,0.00,0.00,29.30,20.06,10.60,312247.10,3114.93,3220369.09,5194.81,29.32,308367.60,153718.01,0.00,794.09,27.77,0.00,64210.13,0.00,0.00,98873691.25,1691519.20,829.55,17891002.76,7311472.39,0.00,0.00,1644016.75,0.00,0.00,0.00
2011-11-01,0.00,-5.96,-348.86,4.67,3712.66,57.56,0.92,728.33,267.62,0.00,0.00,59.69,0.00,0.00,0.00,0.00,0.00,33.90,24.11,15.80,300449.00,4056.83,3343469.31,5203.44,968.34,345939.52,158111.19,0.00,794.64,35.41,0.00,131541.58,0.00,0.00,129133425.77,1982905.30,23325.85,26113038.66,10650000.61,0.00,0.00,2859824.02,0.00,0.00,0.00
2011-12-01,0.00,-1.84,-210.59,5.24,3615.76,32.45,0.03,699.70,244.35,0.00,0.00,56.58,0.00,0.00,0.00,0.00,0.00,32.90,22.51,15.80,179376.70,4537.30,3231425.33,2220.95,26.77,330264.62,143809.22,0.00,795.40,26.07,0.00,33429.66,7129.81,0.00,93426307.31,845861.23,719.76,18203901.45,6494254.95,0.00,0.00,1489030.51,0.00,0.00,0.00
2012-01-01,0.00,-1.57,-431.93,1.84,3915.35,15.29,3.75,759.52,277.98,0.00,0.00,45.08,0.00,0.00,0.00,0.00,0.00,37.10,24.29,17.40,329205.31,1620.24,3474582.61,316.95,3939.94,359531.94,164775.29,0.00,801.60,31.87,0.00,25338.12,182912.81,-33842.37,120531404.80,402149.26,239850.61,24065581.86,10025955.10,0.00,0.00,1472837.04,0.00,0.00,0.00
2012-02-01,0.00,-0.81,-422.92,1.01,3802.72,16.68,1.81,731.12,252.19,0.00,0.00,35.89,0.00,0.00,0.00,0.00,0.00,34.00,24.73,19.60,278086.79,821.02,3380328.29,342.80,1901.51,345535.15,149379.86,0.00,814.95,31.62,0.00,14879.68,445971.56,-3306.82,116867227.09,525630.33,106385.06,23333817.89,9188657.12,0.00,0.00,1070719.37,0.00,0.00,0.00
2012-03-01,0.00,-0.98,-558.62,1.58,3964.80,14.67,0.75,710.84,270.78,0.00,0.00,66.03,0.00,0.00,0.00,0.00,0.00,32.10,23.22,16.80,478482.39,1126.40,3533262.14,304.10,783.56,338816.20,160285.33,0.00,795.57,27.56,0.00,15773.24,0.00,0.00,107961119.72,426866.15,30622.10,19675610.53,8172133.74,0.00,0.00,1697517.08,0.00,0.00,0.00
2012-04-01,0.00,-2.36,-682.36,0.00,3843.37,-0.53,0.03,674.75,199.51,0.00,0.00,63.28,0.00,0.00,0.00,0.00,0.00,30.50,21.03,11.60,590836.47,0.00,3436129.40,0.27,29.75,318278.83,117307.75,0.00,801.06,29.79,0.00,50413.35,0.00,0.00,113848367.73,335.96,961.68,20093534.34,5966169.32,0.00,0.00,1880556.62,0.00,0.00,0.00
2012-05-01,0.00,-0.40,-607.17,0.00,3842.80,-0.77,0.02,697.63,213.48,0.00,0.00,52.06,0.00,0.00,0.00,0.00,0.00,27.20,17.33,8.10,526399.04,0.00,3426157.49,6.03,22.28,328914.59,125507.60,0.00,799.07,26.07,0.00,6694.42,0.00,0.00,99703868.19,962.57,551.35,18172099.79,5585203.16,0.00,0.00,1393621.84,0.00,0.00,0.00
2012-06-01,0.00,-6.56,-403.22,2.30,3656.78,7.28,0.04,608.35,193.10,0.00,0.00,68.26,0.00,0.00,0.00,0.00,0.00,24.80,15.77,8.20,337101.73,1959.32,3232007.35,587.88,37.98,292424.01,113477.70,0.00,800.57,35.35,0.00,155720.61,0.00,0.00,127886212.99,286035.79,1478.14,21491039.77,7068397.59,0.00,0.00,2406953.19,0.00,0.00,0.00
2012-07-01,0.00,-0.16,-389.71,3.19,3753.77,5.25,0.45,601.23,227.29,0.00,0.00,87.14,0.00,0.00,0.00,0.00,0.00,24.50,15.36,6.00,328712.12,2587.09,3307476.38,486.80,473.40,292894.83,134072.93,0.00,794.99,65.12,0.00,7869.02,0.00,0.00,242296282.58,384480.88,67645.78,39641164.12,15718067.52,0.00,0.00,5558694.80,0.00,0.00,0.00
2012-08-01,0.00,-1.60,-418.10,0.23,3811.27,48.60,3.13,519.99,210.73,0.00,0.00,84.49,0.00,0.00,0.00,0.00,0.00,27.60,15.85,4.10,351307.42,187.58,3362128.46,4474.49,3285.16,258477.41,124121.85,0.00,798.68,54.48,0.00,78098.66,0.00,0.00,205863434.07,2640459.55,-32913.53,28666341.74,11549008.33,0.00,0.00,4623789.38,0.00,0.00,0.00
2012-09-01,0.00,-8.77,-395.34,2.38,3702.77,60.56,2.49,396.47,209.68,0.00,0.00,69.67,0.00,0.00,0.00,0.00,0.00,30.80,18.86,7.30,336615.35,1951.23,3286296.29,5025.70,2614.47,199755.96,123843.13,0.00,812.61,53.10,0.00,441648.17,0.00,0.00,195686104.33,3231431.85,121577.77,21041575.53,11233567.64,0.00,0.00,3696786.59,0.00,0.00,0.00
2012-10-01,0.00,-1.52,-564.98,0.03,3833.37,67.40,0.24,663.10,224.81,0.00,0.00,13.31,0.00,0.00,0.00,0.00,0.00,33.20,20.71,8.80,489610.77,21.90,3389657.25,5841.65,255.28,315152.63,132309.95,0.00,791.74,53.18,0.00,57325.49,0.00,0.00,202819773.27,3558856.65,18102.99,35071734.26,12080934.61,0.00,0.00,713750.38,0.00,0.00,0.00
2012-11-01,0.00,-0.30,-430.76,1.31,3825.94,64.40,2.07,622.66,214.81,0.00,0.00,11.10,0.00,0.00,0.00,0.00,0.00,34.40,22.76,14.10,375009.46,1060.08,3380021.14,5410.14,2171.41,297570.64,126782.19,0.00,797.45,55.35,0.00,14211.30,0.00,0.00,210186571.83,3501342.02,307809.38,34543856.27,12564082.57,0.00,0.00,733046.55,0.00,0.00,0.00
2012-12-01,0.00,-1.94,-301.44,12.91,3961.19,35.45,9.54,606.40,248.72,0.00,0.00,35.09,0.00,0.00,0.00,0.00,0.00,37.90,25.23,17.30,262318.65,10557.69,3504877.76,2264.15,10013.23,287968.06,147095.92,0.00,803.41,59.25,0.00,91446.33,0.00,0.00,229344015.55,2174289.21,1182970.36,36192102.60,15698891.76,0.00,0.00,2082958.63,0.00,0.00,0.00
2013-01-01,0.00,-15.18,-165.47,44.73,3678.97,15.84,37.01,737.83,278.84,0.00,0.00,87.29,0.00,0.00,0.00,0.00,0.00,35.40,25.94,19.80,142415.28,38617.78,3254835.11,504.98,38848.08,344395.18,166616.09,0.00,787.56,167.80,0.00,1488593.77,0.00,0.00,573608602.88,2208959.51,9963445.10,124977266.82,59662381.99,0.00,0.00,15705240.88,0.00,0.00,0.00
2013-02-01,0.00,-1.62,-200.82,18.94,3241.14,20.19,1.89,682.39,216.11,0.00,0.00,64.19,0.00,0.00,0.00,0.00,0.00,33.10,23.88,19.00,171008.42,16311.31,2887693.89,580.78,1983.37,317428.72,128276.39,0.00,786.97,58.81,0.00,52370.03,0.00,0.00,188734657.83,1248540.95,168036.40,40305882.51,13638192.10,0.00,0.00,3741923.70,0.00,0.00,0.00
2013-03-01,0.00,-9.10,-75.17,71.23,3438.87,22.13,1.20,580.67,212.02,0.00,0.00,89.80,0.00,0.00,0.00,0.00,0.00,32.40,23.27,17.50,63575.95,61188.72,3050872.40,672.89,1255.49,277407.97,125079.78,0.00,797.13,74.20,0.00,470375.28,0.00,0.00,251110665.70,1697730.52,135451.27,42304091.40,16857698.92,0.00,0.00,6819065.79,0.00,0.00,0.00
2013-04-01,0.00,-1.40,-179.15,10.58,3503.61,8.61,0.31,464.93,206.34,0.00,0.00,51.14,0.00,0.00,0.00,0.00,0.00,30.20,20.74,12.00,152582.86,8990.10,3093311.26,403.48,324.19,224943.99,121277.61,0.00,811.00,56.24,0.00,71580.81,0.00,0.00,196105877.00,516017.21,17277.90,26038618.92,11649856.22,0.00,0.00,2953840.66,0.00,0.00,0.00
2013-05-01,0.00,-4.45,-191.22,6.44,3654.22,11.64,0.72,498.39,198.33,0.00,0.00,50.97,0.00,0.00,0.00,0.00,0.00,28.60,17.67,8.30,163314.33,5613.21,3223164.31,532.34,756.05,247425.19,116805.72,0.00,812.06,59.37,0.00,228172.65,0.00,0.00,214877942.51,731340.17,46332.19,29514477.78,12090794.58,0.00,0.00,3261902.43,0.00,0.00,0.00
2013-06-01,0.00,-2.31,-156.39,9.39,3506.54,24.69,0.03,494.10,180.91,0.00,0.00,46.79,0.00,0.00,0.00,0.00,0.00,24.70,15.90,5.70,133076.01,8187.12,3096325.58,560.38,30.85,239821.91,106816.41,0.00,808.69,64.76,0.00,116807.41,0.00,0.00,224414534.57,1614478.80,1318.94,31842431.82,12317537.08,0.00,0.00,3321240.09,0.00,0.00,0.00
2013-07-01,0.00,-2.65,-145.66,16.17,3462.35,30.49,0.04,517.70,213.64,10.87,0.00,69.51,0.00,0.00,0.00,0.00,0.00,25.40,16.13,7.90,121901.46,13597.38,3039291.89,617.93,39.78,242236.07,126991.46,6147.64,792.59,60.85,0.00,128863.98,0.00,0.00,209131240.47,1845757.23,2719.70,31695342.37,13467513.63,655968.84,0.00,4198913.37,0.00,0.00,0.00
2013-08-01,0.00,-1.82,-137.27,9.77,3259.34,49.86,0.03,610.11,199.89,24.58,0.00,72.76,0.00,0.00,0.00,0.00,0.00,28.50,17.13,6.00,115510.05,8290.03,2870977.76,4183.07,34.82,281310.64,118114.03,13905.05,778.35,62.06,0.00,82417.04,0.00,0.00,199318880.69,3079786.09,7745.29,38091305.16,12823639.95,1497652.79,0.00,4526336.51,0.00,0.00,0.00
2013-09-01,0.00,-2.45,-126.58,20.15,3283.07,61.07,0.05,490.73,188.44,20.45,0.00,50.58,0.00,0.00,0.00,0.00,0.00,32.80,20.55,10.90,105785.12,16928.86,2893472.38,5220.62,49.05,235065.41,110819.90,11566.46,794.71,55.53,0.00,118970.12,0.00,0.00,181176775.37,3349650.39,2660.35,27186141.95,10650707.60,1127349.49,0.00,2792920.24,0.00,0.00,0.00
2013-10-01,0.00,-1.66,-78.35,34.71,3326.51,35.98,0.03,626.18,209.99,18.25,0.00,57.65,0.00,0.00,0.00,0.00,0.00,34.70,22.30,12.70,65918.56,27942.15,2943105.74,2258.36,34.02,289335.29,123886.42,10321.81,787.59,62.48,0.00,85094.53,0.00,0.00,205098451.47,2036449.00,4764.33,39716544.16,13355390.31,1094787.89,0.00,3472850.94,0.00,0.00,0.00
2013-11-01,0.00,-3.29,-95.22,42.48,3224.67,10.48,0.08,714.74,205.50,21.63,0.00,47.71,0.00,0.00,0.00,0.00,0.00,33.50,22.67,14.50,82741.64,34375.33,2898415.82,478.51,83.82,329114.93,120799.26,12234.92,794.66,53.66,0.00,166045.44,0.00,0.00,172191036.94,569303.76,4554.68,38282391.23,11157005.10,1142989.25,0.00,2565701.20,0.00,0.00,0.00
2013-12-01,0.00,-2.52,-113.56,47.65,3499.47,14.03,0.54,626.51,242.84,20.72,0.00,25.45,0.00,0.00,0.00,0.00,0.00,35.50,24.19,15.00,97791.78,38404.38,3117844.70,636.88,571.22,287333.21,143071.78,11723.62,802.95,59.46,0.00,116046.04,0.00,0.00,205310603.20,826873.92,97887.11,36721756.62,15684628.01,1175308.01,0.00,1694244.67,0.00,0.00,0.00
2014-01-01,0.00,-3.15,-254.71,16.52,3690.29,20.99,5.38,770.78,268.58,22.94,0.00,24.05,0.00,0.00,0.00,0.00,0.00,38.70,25.36,19.10,215364.04,14338.76,3259011.64,772.19,5651.73,355031.89,159224.80,12977.43,787.35,78.21,0.00,141076.57,0.00,0.00,273357754.83,1676493.44,1901801.73,58956317.96,27283849.80,1587107.85,0.00,1990308.46,0.00,0.00,0.00
2014-02-01,0.00,-7.81,-179.51,11.91,3202.38,24.03,3.61,629.38,291.81,21.83,0.00,89.50,0.00,0.00,0.00,0.00,0.00,34.10,25.02,19.00,150567.92,10459.60,2824836.68,605.90,3791.76,289208.80,174884.52,12352.01,774.52,63.07,0.00,374323.73,0.00,0.00,196333402.91,1467646.66,397917.01,38735834.14,21343323.81,1192740.16,0.00,5816695.89,0.00,0.00,0.00
2014-03-01,0.00,-3.82,-244.73,4.99,3436.67,24.37,1.48,755.73,319.88,24.05,0.00,91.33,0.00,0.00,0.00,0.00,0.00,32.80,23.94,18.00,201522.77,4457.51,3027693.81,566.71,1548.76,354588.26,188545.49,13605.38,768.60,49.33,0.00,163828.94,0.00,0.00,168477807.04,1203622.38,77130.30,37153423.80,15989129.21,1161986.04,0.00,4494249.22,0.00,0.00,0.00
2014-04-01,0.00,-2.91,-220.31,7.55,3313.16,-0.23,1.63,602.55,255.68,25.24,0.00,91.53,0.00,0.00,0.00,0.00,0.00,31.30,22.21,14.50,186557.79,6490.92,2924084.44,2.22,1707.42,285190.98,153329.06,14279.44,785.13,49.90,0.00,133786.68,0.00,0.00,164473380.15,4886.89,110686.58,29641724.74,13024630.20,1243520.77,0.00,4545650.53,0.00,0.00,0.00
2014-05-01,0.00,-3.26,-236.01,2.51,3280.49,8.94,2.20,659.89,329.98,25.21,0.00,97.18,0.00,0.00,0.00,0.00,0.00,28.60,19.08,8.50,198998.55,2133.45,2896125.18,413.45,2312.46,298922.35,195297.49,14261.53,770.43,52.07,0.00,144921.19,0.00,0.00,170149205.27,490334.45,155305.62,33253167.31,17593605.20,1293787.14,0.00,4984812.46,0.00,0.00,0.00
2014-06-01,0.00,-1.47,-327.03,1.63,3089.74,26.28,0.84,852.01,281.41,24.58,0.00,95.36,0.00,0.00,0.00,0.00,0.00,26.10,17.05,5.20,269695.50,1335.03,2730850.36,1536.61,878.00,385357.96,166199.64,13902.36,749.47,50.87,0.00,60114.16,0.00,0.00,155525785.80,1308467.95,42632.45,42350057.12,14903223.90,1222192.46,0.00,4705584.74,0.00,0.00,0.00
2014-07-01,0.00,-1.66,-561.63,0.06,3563.89,61.74,0.23,816.32,335.22,23.90,0.00,87.23,0.00,0.00,0.00,0.00,0.00,25.90,14.58,2.60,457781.39,47.63,3145997.45,5265.48,245.53,375129.50,197746.30,13519.34,758.37,33.89,0.00,-32374.06,0.00,0.00,118993401.03,2025335.61,8125.46,27443726.37,11937779.39,780337.66,0.00,2959424.31,0.00,0.00,0.00
2014-08-01,0.00,-2.62,-810.20,0.00,3765.17,46.99,0.05,764.19,333.64,21.03,0.00,72.28,0.00,0.00,0.00,0.00,0.00,28.50,16.46,9.00,679591.58,0.00,3359900.43,4356.47,47.49,348360.87,196655.78,11897.73,773.56,26.81,0.00,43420.71,0.00,0.00,98802444.18,1253963.18,1146.11,20362299.54,9466018.82,543676.79,0.00,1926443.93,0.00,0.00,0.00
2014-09-01,0.00,-2.36,-548.22,0.23,3555.88,57.85,0.04,357.23,453.13,13.11,0.00,69.26,0.00,0.00,0.00,0.00,0.00,29.50,18.54,9.10,474504.54,189.83,3184925.07,4834.55,39.71,170133.58,269823.15,7417.90,799.48,33.63,0.00,50280.89,0.00,0.00,116605102.87,1917671.36,1249.99,11886004.87,15731994.49,374648.89,0.00,2316025.98,0.00,0.00,0.00
2014-10-01,0.00,-4.05,-484.19,4.29,3315.38,60.93,0.03,747.96,494.96,31.68,0.00,45.95,0.00,0.00,0.00,0.00,0.00,34.20,21.70,12.70,402212.46,3627.31,2969027.31,5442.95,31.53,341327.27,293135.04,18699.71,766.47,23.94,0.00,75529.80,0.00,0.00,77271896.52,1403121.45,695.95,17955811.55,12089489.37,795787.26,0.00,1183799.45,0.00,0.00,0.00
2014-11-01,0.00,-6.77,-564.87,3.12,3517.84,41.10,2.50,799.64,636.07,50.08,0.00,28.26,0.00,0.00,0.00,0.00,0.00,38.90,24.62,15.30,469354.23,2571.16,3120438.41,3299.58,2621.21,357242.88,380674.86,30584.57,760.62,35.35,0.00,136857.04,0.00,0.00,120481359.17,1395523.47,233672.92,25964837.04,21927607.38,1629368.75,0.00,1386462.87,0.00,0.00,0.00
2014-12-01,0.00,-1.80,-508.70,2.64,3966.98,4.50,6.41,592.11,559.47,65.71,0.00,24.71,0.00,0.00,0.00,0.00,0.00,35.50,24.95,17.50,426615.02,2173.92,3519524.40,217.97,6726.81,277691.16,334233.23,40123.66,796.70,116.49,0.00,32399.22,0.00,0.00,391834133.01,292008.91,13437041.23,58084334.64,76662705.08,5980457.59,0.00,5143214.28,0.00,0.00,0.00
2015-01-01,0.00,-5.12,-223.88,34.18,3900.16,14.86,15.19,596.79,454.30,66.28,0.00,21.35,0.00,0.00,0.00,0.00,0.00,36.70,25.80,19.50,189054.05,28381.12,3450163.19,524.89,15948.00,283390.21,272608.36,40435.10,800.64,125.11,0.00,103603.58,0.00,0.00,430566856.69,1036543.88,11813292.22,75585802.48,73768739.53,7031562.03,0.00,4469723.21,0.00,0.00,0.00
2015-02-01,0.00,-2.30,-393.01,6.20,3600.93,17.26,2.54,514.67,415.03,60.87,0.00,63.51,0.00,0.00,0.00,0.00,0.00,34.40,24.48,19.50,330165.65,5313.06,3178403.17,413.03,2670.47,241808.24,248293.28,37107.98,789.57,35.29,0.00,52028.08,0.00,0.00,123822405.93,621431.87,84669.25,17785992.38,14486809.63,2062360.42,0.00,2306760.57,0.00,0.00,0.00
2015-03-01,0.00,-6.88,-240.78,35.90,3764.73,25.19,5.79,590.53,569.62,67.27,0.00,85.63,0.00,0.00,23.96,0.00,0.00,36.10,25.01,17.80,197434.51,30256.89,3324812.32,760.30,6081.41,278292.10,345172.14,40949.55,778.08,138.41,0.00,165742.95,0.00,0.00,456732167.39,3417769.20,15553202.12,79606624.24,94146887.77,7633539.74,0.00,15681302.02,0.00,0.00,1804543.84
2015-04-01,0.00,-7.55,-481.70,0.24,3715.49,5.65,0.89,529.07,429.10,64.51,0.00,58.04,0.00,0.00,70.69,0.00,0.00,29.40,21.02,11.10,396530.81,179.86,3265880.61,272.41,929.93,248770.27,256443.81,39244.59,778.94,32.91,0.00,214176.65,0.00,0.00,121354764.88,178395.08,33820.33,16928465.81,14427261.16,2052449.87,0.00,1937853.10,0.00,0.00,2240537.50
2015-05-01,0.00,-1.82,-460.39,0.80,3808.20,3.43,0.10,512.98,446.56,66.59,0.00,31.36,0.00,0.00,68.14,0.00,0.00,29.60,18.51,8.10,386433.84,669.16,3341865.29,169.49,100.53,241488.50,267243.34,40544.23,783.22,31.74,0.00,44597.05,0.00,0.00,120221906.33,116387.35,2660.39,16190000.45,14293341.06,2065931.19,0.00,1042714.06,0.00,0.00,2005832.68
2015-06-01,0.00,-2.88,-581.00,0.15,3841.31,23.69,0.04,543.74,393.77,61.29,0.00,52.49,0.00,0.00,52.33,0.00,0.00,24.50,16.27,7.00,481158.66,129.52,3364759.96,1920.91,44.81,256075.96,235627.18,37349.50,778.75,32.25,0.00,71918.31,0.00,0.00,122729533.08,677786.64,1640.48,16808912.54,12683731.08,1913592.58,0.00,1750515.06,0.00,0.00,1560748.28
2015-07-01,0.00,-6.85,-375.38,3.43,4104.33,59.06,0.44,416.46,186.97,64.62,0.00,57.11,0.00,0.00,65.38,0.00,0.00,25.10,14.88,5.40,314097.61,2818.54,3604273.91,5445.94,461.25,191540.03,111155.88,39285.77,795.72,40.55,0.00,207723.11,0.00,0.00,162851284.25,2337692.90,30830.30,16146837.91,8386023.06,2530796.42,0.00,2427023.04,0.00,0.00,2324649.21
2015-08-01,0.00,-5.33,-362.32,0.96,3921.58,59.47,0.11,401.62,243.73,62.67,0.00,51.45,0.00,0.00,78.05,0.00,0.00,29.10,16.74,6.10,301304.27,798.46,3450807.04,5277.94,118.21,184572.17,144236.24,38036.65,791.23,39.24,0.00,153246.48,0.00,0.00,150776218.41,2284851.04,4716.63,15442316.69,10674049.06,2385417.39,0.00,2094606.96,0.00,0.00,2635899.17
2015-09-01,0.00,-4.10,-232.23,8.61,3769.74,58.20,0.03,399.53,143.42,61.09,0.00,22.32,0.00,0.00,85.42,0.00,0.00,29.40,18.09,7.20,198364.27,7166.32,3336083.97,5269.34,26.71,193258.61,84933.31,37209.46,803.70,45.46,0.00,168946.13,0.00,0.00,169645252.17,2616003.76,1243.00,18197154.04,6921048.79,2740212.73,0.00,1055468.98,0.00,0.00,3592487.41
2015-10-01,0.00,-2.03,-250.65,10.72,3805.66,59.76,0.07,464.09,265.07,58.63,0.00,14.00,0.00,0.00,140.49,0.00,0.00,33.80,21.23,12.90,211666.83,9127.97,3368878.16,5295.80,70.89,220354.35,158128.48,35576.34,785.35,37.33,0.00,49791.03,0.00,0.00,140998558.80,2195744.81,2426.23,17243426.28,10252562.36,2138182.70,0.00,562578.33,0.00,0.00,5501130.69
2015-11-01,0.00,-3.51,-317.38,15.12,3861.98,14.37,0.44,532.56,447.83,54.97,0.00,20.24,0.00,0.00,369.69,0.00,0.00,33.40,23.96,16.10,260690.12,12345.69,3401277.79,901.69,458.83,250514.35,268705.84,33386.86,741.93,45.29,0.00,117195.41,0.00,0.00,171549842.18,521006.92,49663.83,23354705.17,22371595.98,2339394.27,0.00,1472352.27,0.00,0.00,19515329.21
2015-12-01,0.00,-5.43,-374.59,4.90,4100.18,5.90,0.36,538.33,407.44,43.70,0.00,27.90,0.00,0.00,378.78,0.00,0.00,32.50,24.15,16.90,314120.08,3987.13,3618561.28,282.62,372.73,253430.39,245154.30,26094.81,747.69,44.15,0.00,217098.40,0.00,0.00,179511781.22,280259.36,34986.97,23553828.06,18424730.96,1837128.31,0.00,1321267.72,0.00,0.00,18262233.06
2016-01-01,0.00,-1.97,-142.17,69.59,4126.68,28.17,4.18,540.70,212.19,57.28,0.00,45.27,0.00,0.00,373.01,0.00,0.00,35.70,25.01,18.00,121497.49,56622.99,3652652.46,815.44,4385.29,255834.85,128413.58,34956.90,755.17,53.89,0.00,56094.98,0.00,0.00,214375874.51,1468799.74,600568.85,28986610.59,16815605.97,2949939.68,0.00,2785246.51,0.00,0.00,24228595.93
2016-02-01,0.00,-2.02,-61.53,83.10,3814.18,26.23,22.74,532.47,317.54,61.32,0.00,22.57,0.00,0.00,366.03,0.00,0.00,36.20,26.19,19.80,52668.10,69269.71,3372869.38,734.95,23868.54,253375.81,192514.86,37344.11,752.00,132.81,0.00,64356.29,0.00,0.00,461241539.85,3321611.37,8906968.66,71240697.79,71585600.63,7036679.06,0.00,5717354.04,0.00,0.00,45722793.81
2016-03-01,0.00,-8.60,-141.10,36.38,4097.13,15.72,1.98,576.00,252.52,54.90,0.00,23.92,0.00,0.00,341.80,0.00,0.00,33.50,24.47,19.00,122040.04,28980.47,3640673.42,429.89,2073.62,273933.82,152836.70,33637.69,763.82,69.40,0.00,527318.82,0.00,0.00,271755926.81,1232095.77,158085.94,40244863.07,22980229.54,3670899.10,0.00,2466372.32,0.00,0.00,21991578.94
2016-04-01,0.00,-20.65,-201.91,20.69,4134.38,-0.74,17.85,310.94,233.14,35.45,0.00,28.27,0.00,0.00,305.60,0.00,0.00,30.80,22.80,15.90,177033.58,16764.07,3699594.32,0.00,18743.14,159824.70,143901.40,22607.77,798.76,68.57,0.00,1004464.34,0.00,0.00,277671724.40,0.00,1904322.01,20195609.86,20202201.76,2379947.91,0.00,2444696.75,0.00,0.00,19104886.34
2016-05-01,0.00,-35.58,-169.85,47.74,3942.28,-0.32,1.61,488.37,170.18,41.46,0.00,76.01,0.00,0.00,289.69,0.00,0.00,29.60,20.02,9.30,143644.11,38975.94,3548456.67,6.45,1691.21,236039.07,102666.77,26445.96,785.44,72.15,0.00,1422731.70,0.00,0.00,279532538.03,40403.60,137822.55,36944665.45,16107116.94,2913267.04,0.00,6434358.48,0.00,0.00,19992744.65
2016-06-01,0.00,-43.20,-442.05,0.76,4161.48,11.28,7.04,508.16,195.75,61.31,0.00,95.26,0.00,0.00,210.32,0.00,0.00,28.10,16.76,6.60,373144.73,628.20,3717586.26,1384.16,7386.44,246783.38,117262.21,37646.20,787.97,91.57,0.00,1908551.69,0.00,0.00,371459671.37,892931.85,1078121.47,48542872.38,25823609.87,5204201.70,0.00,9666458.36,0.00,0.00,17587823.38
2016-07-01,0.00,-34.31,-403.48,3.01,4391.14,10.81,1.87,472.82,60.18,70.07,0.00,92.90,0.00,0.00,257.80,0.00,0.00,29.10,16.58,7.20,341212.66,2513.76,3877421.16,1613.75,1963.22,230632.53,35611.21,42582.40,782.30,64.36,0.00,1142937.75,0.00,0.00,277006848.17,870334.81,309898.82,31971578.58,7454034.46,4292171.86,0.00,7016772.40,0.00,0.00,14941532.43
2016-08-01,0.00,-5.50,-277.42,14.00,4307.91,43.84,0.33,371.10,30.29,68.41,0.00,21.50,0.00,0.00,177.28,0.00,0.00,26.40,16.65,9.10,233790.94,11949.93,3793648.05,4457.04,341.84,181700.51,18045.88,41579.64,803.48,49.83,0.00,235861.69,0.00,0.00,210606451.90,2156596.36,37173.01,19221140.97,2911775.26,3247889.31,0.00,1378138.81,0.00,0.00,7156637.45
2016-09-01,0.00,-1.46,-261.24,33.26,3998.28,49.81,0.05,391.30,86.45,64.71,0.00,16.42,0.00,0.00,185.97,0.00,0.00,28.80,19.61,10.40,219724.94,27845.44,3522871.66,4834.64,52.73,191257.58,50496.76,39378.22,792.59,47.34,0.00,46977.87,0.00,0.00,187595045.04,2318300.59,2451.57,18919461.88,4502236.58,2988437.47,0.00,810395.92,0.00,0.00,8112674.08
2016-10-01,0.00,-3.30,-275.99,12.53,4189.00,49.87,0.14,383.01,50.42,65.66,0.00,26.65,0.00,0.00,239.05,0.00,0.00,32.20,20.84,12.10,234109.24,9011.48,3698686.21,4686.44,143.29,189481.78,29700.90,40074.77,789.03,55.09,0.00,141543.52,0.00,0.00,229806234.05,2713583.98,5622.49,21912159.87,3643181.80,3559899.65,0.00,1402229.85,0.00,0.00,12079318.39
2016-11-01,0.00,-6.94,-282.59,14.03,4192.57,57.53,0.34,522.38,123.15,64.22,0.00,35.90,0.00,0.00,246.89,0.00,0.00,36.00,24.02,13.00,238058.40,10585.67,3700738.30,5004.91,352.27,251279.84,73365.84,39232.07,773.53,72.60,0.00,241854.69,0.00,0.00,298113814.92,4004634.96,148018.17,39109662.17,12671852.84,4480219.02,0.00,2725019.55,0.00,0.00,20041981.07
